# V, V_err
1.039127661152253745e+00 2.973545209785465222e-03
1.041726239341851157e+00 2.817171798919838963e-03
1.046566728126395729e+00 3.122998390790988638e-03
1.045904345450616058e+00 3.186125491086265558e-03
1.041114809179593204e+00 3.271754488653742885e-03
1.043713387369190837e+00 3.156009545966939611e-03
1.045038152720750180e+00 2.981810571170103938e-03
1.045751487910051125e+00 3.504032916913469436e-03
1.050999596802768332e+00 2.633885201723643304e-03
1.048197208559084492e+00 2.898526335501141853e-03
1.045038152720750402e+00 3.216371110035607349e-03
1.043815292396233829e+00 2.961121444559127510e-03
1.051661979478547781e+00 3.595222496567844483e-03
1.050439119154031209e+00 3.036611643794040905e-03
1.046566728126395951e+00 3.050668724035357580e-03
1.048248161072605988e+00 3.154433858343796970e-03
1.047993398504998286e+00 3.116574122264980252e-03
1.048095303532041278e+00 3.353105128815873220e-03
1.046872443207524928e+00 3.260240285376884203e-03
1.050082451559380736e+00 2.615427807382933977e-03
1.053037697343628842e+00 2.981727856830882709e-03
1.049369116370079347e+00 2.897581236630926860e-03
1.043917197423276821e+00 3.224175049315585601e-03
1.050337214126987995e+00 3.473821901266579363e-03
1.054005795100537712e+00 3.080579865824711362e-03
1.058744378858039070e+00 3.164081347152090939e-03
1.052528172208413881e+00 3.448231821979280600e-03
1.052426267181370667e+00 3.309953086700491431e-03
1.052681029748978370e+00 3.056620009861510823e-03
1.047840540964433798e+00 3.124764410812169366e-03
1.046617680639917447e+00 3.287144061601523452e-03
1.054260557668145193e+00 2.780084189416152408e-03
1.055891038100833956e+00 2.947223050912409822e-03
1.057011993398307315e+00 3.078729473877270424e-03
1.049318163856558073e+00 3.023760161818512919e-03
1.049827688991773034e+00 2.949525660421712693e-03
1.058642473830996078e+00 2.776402415033614977e-03
1.058693426344517574e+00 3.262437357874459209e-03
1.060425811804249108e+00 3.213851752585140248e-03
1.053394364938279537e+00 3.420803921014701175e-03
1.064298202831884588e+00 3.575439929862754638e-03
1.056502468263092354e+00 3.296592186273066515e-03
1.057062945911828811e+00 2.822323149418842162e-03
1.057776281101130200e+00 3.580025996720231224e-03
1.059202951479732535e+00 3.332664431710628122e-03
1.056808183344221330e+00 2.923466789618503828e-03
1.058795331371560566e+00 3.177390735901455647e-03
1.058489616290431590e+00 3.620637712578352128e-03
1.054515320235752895e+00 2.800159342842062013e-03
1.057674376074087208e+00 2.836417097851947396e-03
1.057827233614651918e+00 3.009926745971155514e-03
1.059050093939168047e+00 3.288312745357299584e-03
1.058031043668737903e+00 3.192979009694381885e-03
1.052782934776021140e+00 2.922787359232975439e-03
1.054566272749274614e+00 3.172324933406899753e-03
1.057317708479436291e+00 2.818480093090991023e-03
1.058387711263388598e+00 3.302143522157177744e-03
1.044324817531449012e+00 3.131897282798323627e-03
1.052986744830107346e+00 2.821219094473787110e-03
1.058285806236345605e+00 3.770055633856231412e-03
1.054719130289839102e+00 3.199375635157117835e-03
1.057521518533522498e+00 3.407348149509603630e-03
1.052018647073198476e+00 3.112427104553899034e-03
1.058285806236345383e+00 3.380095429020100323e-03
1.053088649857150338e+00 3.072107004052867119e-03
1.054770082803360598e+00 3.067679850220843621e-03
1.058489616290431368e+00 3.099902515708517423e-03
1.059916286669034147e+00 3.264505711275825141e-03
1.052681029748978148e+00 3.083679626237460954e-03
1.050031499045859018e+00 3.107230327183120762e-03
1.060171049236641627e+00 3.344658982355744412e-03
1.057776281101130200e+00 3.324334259060525605e-03
1.052477219694892163e+00 3.466639923029703110e-03
1.056298658209006369e+00 3.201602312239695044e-03
1.058540568803952864e+00 3.076620610369411660e-03
1.057470566020001224e+00 3.274859593346163191e-03
1.063482962615540650e+00 3.041873591982158665e-03
1.058999141425646773e+00 3.108767307139627661e-03
1.054821035316881872e+00 3.424414533351178517e-03
1.054362462695188407e+00 3.430720177671960861e-03
1.062005339723416375e+00 3.252415121783457271e-03
1.059304856506775749e+00 3.237289509211091661e-03
1.061750577155808895e+00 3.356726686774940717e-03
1.062769627426239039e+00 3.054988811031974453e-03
1.063075342507368459e+00 3.197524975893894540e-03
1.062973437480325245e+00 2.894223867413465295e-03
1.058234853722823887e+00 3.554294833039494533e-03
1.063890582723712397e+00 3.250894147770663593e-03
1.067100591075568206e+00 3.282607527652668840e-03
1.062514864858631558e+00 3.193369265938058622e-03
1.062005339723416375e+00 2.832593163232521253e-03
1.056400563236049139e+00 3.456954378990711139e-03
1.060069144209598635e+00 3.198665530690453229e-03
1.062412959831588788e+00 3.079083621237547336e-03
1.067406306156697626e+00 2.890242873465966120e-03
1.061801529669330169e+00 3.845291371449508118e-03
1.067661068724304885e+00 3.137198020609594656e-03
1.065928683264573351e+00 2.835428406843850356e-03
1.067457258670219122e+00 3.092087193135934636e-03
1.064094392777798603e+00 2.940533962624685207e-03
1.072195842427720258e+00 3.587925355550724334e-03
1.068476308940649488e+00 3.027604184427481245e-03
1.072093937400677266e+00 3.628749156225638019e-03
1.065011538021186199e+00 3.120570041268032856e-03
1.066743923480917955e+00 2.819193870778158133e-03
1.061495814588201192e+00 3.143055676942868581e-03
1.067508211183740841e+00 2.806479985793955759e-03
1.068883929048821901e+00 3.125059342749926441e-03
1.068782024021778465e+00 3.183039855875059547e-03
1.070514409481510443e+00 3.145363494912446940e-03
1.066030588291616565e+00 3.111071353344502504e-03
1.069546311724601351e+00 3.001029514724700472e-03
1.066591065940353245e+00 3.537866046173887384e-03
1.074182990455059716e+00 3.199765111242670271e-03
1.070616314508553213e+00 3.126222183384319564e-03
1.072552510022371175e+00 3.470292619392896603e-03
1.075100135698447090e+00 2.815212828621304481e-03
1.077189188752829319e+00 3.108537643762971075e-03
1.073316797725194061e+00 3.473377199922968953e-03
1.074233942968581434e+00 2.986773585720479789e-03
1.077494903833958739e+00 3.474259073143697203e-03
1.073265845211672120e+00 3.084285736715271231e-03
1.077240141266351037e+00 3.280530802747114692e-03
1.066794875994439229e+00 3.246103020236111580e-03
1.079023479239604066e+00 2.931058564037755578e-03
1.081316342348072279e+00 3.326426562580713734e-03
1.079125384266647281e+00 3.054704111570488191e-03
1.082029677537373891e+00 3.227909091153918775e-03
1.075915375914791250e+00 2.881313956987799265e-03
1.084322540645842103e+00 3.659100047066056981e-03
1.079278241807211769e+00 2.829452304200870752e-03
1.077036331212264830e+00 3.176312017072348455e-03
1.072552510022370953e+00 3.373175692706754328e-03
1.076577758590571365e+00 2.826482477459329838e-03
1.077291093779872533e+00 3.119592346712842922e-03
1.080755864699335600e+00 2.949371622221271146e-03
1.077342046293393807e+00 3.387399588132028461e-03
1.079736814428905456e+00 3.255000342911674831e-03
1.077342046293393807e+00 3.320051862145092375e-03
