# V, V_err
1.081112532293986517e+00 2.993350673687444462e-03
1.083609205456540714e+00 3.171588308335998585e-03
1.077291093779872755e+00 3.244423053752786695e-03
1.084628255726971524e+00 3.366631182454250630e-03
1.087328738943611706e+00 3.355427090058185104e-03
1.075507755806619281e+00 3.288277217176516394e-03
1.081571104915679982e+00 3.064851925260806288e-03
1.080806817212857096e+00 3.209001275160962112e-03
1.080348244591163409e+00 3.263730232359272291e-03
1.085239685889229477e+00 3.479217310543135204e-03
1.086207783646138347e+00 3.482450543703543341e-03
1.079431099347776257e+00 3.336903412134540475e-03
1.080857769726378814e+00 3.003329770801483733e-03
1.071686317292505075e+00 2.957511424131573953e-03
1.082895870267239546e+00 3.089235389676437023e-03
1.081673009942723196e+00 2.901717685898356179e-03
1.080603007158771112e+00 3.105558834031294131e-03
1.079329194320733265e+00 2.991984350889477680e-03
1.084271588132320607e+00 3.252490952262016011e-03
1.081978725023852395e+00 3.110190841553409080e-03
1.083762062997105646e+00 3.513415043198768982e-03
1.084730160754014294e+00 3.231546431105893243e-03
1.076017280941834464e+00 2.661901899357124734e-03
1.079074431753125785e+00 3.287013743411001249e-03
1.084883018294579005e+00 2.733121512054819367e-03
1.087583501511219630e+00 3.234180442868543615e-03
1.091404940025333392e+00 3.094605009005215249e-03
1.085239685889229255e+00 3.425070254850812873e-03
1.081112532293986295e+00 3.285275673574825951e-03
1.084169683105277615e+00 3.082399668281864298e-03
1.088347789214042294e+00 3.174938572128179013e-03
1.084016825564713127e+00 3.657950464462871899e-03
1.090131127187295546e+00 3.052051306804739669e-03
1.092729705376892957e+00 3.084285736715270364e-03
1.091761607619984087e+00 3.530152522109033467e-03
1.090793509863074995e+00 2.990573998483642831e-03
1.086513498727267324e+00 2.935585632994991163e-03
1.086870166321918241e+00 3.087671870958800906e-03
1.084424445672885096e+00 3.231433955997817069e-03
1.095328283566490590e+00 3.639579092229766784e-03
1.089417791997994156e+00 2.769886611761738539e-03
1.086309688673181562e+00 3.111338378757068195e-03
1.093595898106758835e+00 3.386468264164906213e-03
1.089264934457429446e+00 3.371235621304382278e-03
1.091252082484768904e+00 2.932121260545188495e-03
1.086156831132616851e+00 3.136606273294424534e-03
1.080959674753421806e+00 3.133476017842759444e-03
1.086360641186703058e+00 3.150184218353137104e-03
1.091252082484768904e+00 3.210234799484119276e-03
1.089723507079123355e+00 3.196538331693253663e-03
1.090793509863075217e+00 3.119737980214251812e-03
1.087532548997697912e+00 3.307516786206833072e-03
1.090385889754903026e+00 3.325115123305028529e-03
1.090538747295467736e+00 3.131387442473312997e-03
1.092831610403935949e+00 3.453704794309672005e-03
1.091659702592941095e+00 3.621214887457747250e-03
1.088959219376300247e+00 2.507624730574121129e-03
1.086003973592052363e+00 3.317079070765948344e-03
1.084475398186406814e+00 3.203365520167362861e-03
1.089825412106166347e+00 3.117044741229795229e-03
1.083048727807804035e+00 2.857427679373351469e-03
1.082233487591459875e+00 3.513415043198781559e-03
1.092067322701113063e+00 3.613377527546145305e-03
1.090538747295467514e+00 3.838371582131743127e-03
1.088500646754606782e+00 3.637795372945711730e-03
1.085494448456837180e+00 3.142159340982998185e-03
1.091048272430682697e+00 2.899533802962219430e-03
1.094003518214931026e+00 3.149772126825524377e-03
1.086156831132616851e+00 3.460857354503117742e-03
1.091506845052376384e+00 3.002357133196464044e-03
1.089163029430386453e+00 3.357685590271942445e-03
1.086411593700224554e+00 3.028187225603022701e-03
1.092933515430978941e+00 3.834240121013981432e-03
1.093544945593237339e+00 3.231574549271253125e-03
1.095175426025926102e+00 3.124261716170873178e-03
1.091965417674070071e+00 3.321791274787606885e-03
1.093850660674366093e+00 2.970715066560352356e-03
1.089978269646731057e+00 3.214174857487061589e-03
1.091353987511811896e+00 3.555390307135587648e-03
1.093341135539151132e+00 3.350843541329241032e-03
1.095277331052968872e+00 3.245875075779191578e-03
1.094971615971839674e+00 3.311815391846338000e-03
1.092373037782242484e+00 3.363421692092311097e-03
1.102054015351331184e+00 2.702520548666782502e-03
1.087991121619391599e+00 3.634439610760399012e-03
1.093137325485064926e+00 3.085463944025412623e-03
1.100627344972728627e+00 3.616135458591932146e-03
1.097315431593829604e+00 3.024446952752754374e-03
1.099302579621169063e+00 2.867861669087446233e-03
1.097926861756088002e+00 3.165012488363246577e-03
1.094462090836624713e+00 3.102982973598706652e-03
1.103276875675847535e+00 3.109339303979070240e-03
1.098079719296652490e+00 2.779523827903025105e-03
1.104550688513885603e+00 3.215143977370819861e-03
1.104856403595014580e+00 2.866317786303282204e-03
1.104397830973320893e+00 3.113527957150214170e-03
1.105671643811358962e+00 3.312599207108920998e-03
1.104143068405713413e+00 3.307108599072673856e-03
1.103225923162326261e+00 3.222886445563944574e-03
1.104856403595014802e+00 3.004293452034376838e-03
1.104958308622057794e+00 3.072985755630785673e-03
1.107760696865741412e+00 2.730617410706748412e-03
1.102461635459503153e+00 3.478515820828012497e-03
1.101289727648508521e+00 3.097724258548263145e-03
1.108677842109128564e+00 3.008287488472906335e-03
1.101187822621465084e+00 3.007713537276974613e-03
1.109034509703779259e+00 3.228069944131921158e-03
1.105824501351923672e+00 3.274847702011867475e-03
1.105569738784315970e+00 3.220307691159524088e-03
1.109085462217300977e+00 3.612443375905942562e-03
1.104041163378670420e+00 3.197167707810659367e-03
1.105773548838401732e+00 3.285117621627712571e-03
1.110461180082381816e+00 3.629375113765193235e-03
1.104244973432756627e+00 3.345881290176120314e-03
1.106028311406009657e+00 3.117261285378247152e-03
1.106741646595310824e+00 3.429539462164986514e-03
1.110766895163511236e+00 3.052370275432546558e-03
1.109900702433645359e+00 2.986773585720484559e-03
1.110053559974209625e+00 3.169471605399707022e-03
1.103124018135282824e+00 3.485967516608209308e-03
1.109696892379559152e+00 2.737359475162134438e-03
